epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_sec
75,0.06235500495672226,0.98686,1.1119472596168518,0.7364,0.014644660940672639,133.6820638179779
76,0.04656253560781479,0.99128,1.0417732221603393,0.7514,0.013551568628929445,133.6771857738495
77,0.03712180688500404,0.99426,1.0396051651000977,0.7501,0.01249444651847703,133.3724958896637
78,0.029682114009261133,0.99614,1.014978786087036,0.7534,0.011474337861210552,133.12053298950195
79,0.025117647483348847,0.99714,0.993302724647522,0.758,0.010492249381215488,134.56067180633545
80,0.02214278816819191,0.99778,0.96434491481781,0.7593,0.00954915028125264,133.61360621452332
81,0.0195861414539814,0.99832,0.9664695548057556,0.7567,0.00864597128627192,133.24778699874878
82,0.017887117763757707,0.99858,0.9459362900733947,0.7646,0.007783603724899262,131.83781695365906
83,0.01564848103404045,0.99896,0.9387948460578919,0.7649,0.006962898649802817,132.33899807929993
84,0.014570218836069107,0.99928,0.939080202293396,0.7649,0.006184665997806825,131.21224975585938
85,0.013390999395251273,0.99934,0.9317871315002442,0.7661,0.005449673790581614,132.8698480129242
86,0.013457701470255852,0.99934,0.9316637516975402,0.7655,0.004758647376699035,132.59928011894226
87,0.012988333042860031,0.99934,0.9236275638580322,0.7657,0.004112268715800957,133.94076704978943
88,0.012560048671364784,0.99932,0.9190210502624512,0.7659,0.003511175705587435,133.5757350921631
89,0.011831037397682667,0.99958,0.9156667930603027,0.7691,0.0029559615522887295,133.79660820960999
90,0.011977536602914333,0.99946,0.9161763666152954,0.7679,0.0024471741852423253,133.92289805412292
91,0.011903859451413154,0.99952,0.9145205649375916,0.7686,0.0019853157161528537,134.3702690601349
92,0.011393885193467141,0.99962,0.9115376815795898,0.768,0.0015708419435684529,133.6384949684143
93,0.011155812738537788,0.99962,0.9161922390937806,0.768,0.0012041619030626347,135.26728796958923
94,0.011205381819307804,0.99956,0.9173528769493103,0.768,0.0008856374635655646,134.20872116088867
95,0.010852257481217384,0.9996,0.9122059661865234,0.7683,0.0006155829702431174,134.98300170898438
96,0.010967024726867676,0.9995,0.909417264842987,0.769,0.00039426493427611206,135.85611510276794
97,0.010920645619034768,0.9996,0.9106596845626831,0.7706,0.00022190176984600036,135.77066087722778
98,0.010653953053057193,0.99962,0.9108648543357849,0.768,9.866357858642213e-05,137.36572813987732
99,0.01066089524269104,0.99974,0.9119790184020996,0.7685,2.4671981713420017e-05,136.55634593963623
100,0.010631033902168274,0.99978,0.9097090929985047,0.7683,0.0,137.05626106262207
